,Geography,Gender,Balance,CreditScore,Age,NumOfProducts,EstimatedSalary,Exited
6994,France,Female,103015.12,6.459904454,3.555348061,0.693147181,139094.12,0
6995,France,Female,0,6.32256524,3.218875825,0,20515.72,0
6996,France,Female,104001.38,6.450470422,3.465735903,0,36642.65,0
6997,Spain,Female,87116.71,6.434546519,3.912023005,0,104382.11,0
6998,France,Male,82547.11,6.415096959,4.094344562,0.693147181,146448.01,0
6999,Spain,Female,0,6.501289671,3.850147602,0,166650.9,1
7000,France,Male,121325.84,6.255750042,3.295836866,0,164223.7,1
7001,France,Male,111167.7,6.652863029,3.33220451,0,149331.01,0
7002,Germany,Male,139714.4,6.523562306,3.871201011,0.693147181,73066.72,0
7003,Germany,Female,139875.2,6.335054251,3.465735903,0.693147181,15378.23,0
7004,Germany,Female,113063.83,6.470799504,3.784189634,0,53072.49,1
7005,France,Female,138340.06,6.507277712,3.912023005,0,3159.15,0
7006,France,Male,114974.24,6.621405652,3.761200116,0,125920.54,0
7007,France,Female,0,6.298949247,3.496507561,0.693147181,124113.04,0
7008,France,Female,0,6.459904454,3.63758616,0.693147181,93716.38,0
7009,Germany,Female,117325.54,6.453624999,4.094344562,0,155799.86,1
7010,France,Female,0,6.510258341,3.33220451,0,8814.69,0
7011,France,Female,0,6.459904454,3.555348061,0,164453.98,0
7012,France,Female,0,6.546785411,3.218875825,0.693147181,87803.32,0
7013,Spain,Male,0,6.69950034,3.784189634,0.693147181,183617.32,0
7014,France,Female,0,6.617402978,3.526360525,0.693147181,53584.03,0
7015,Spain,Female,0,6.192362489,3.555348061,0.693147181,1950.93,0
7016,France,Female,0,6.349138991,3.401197382,0,175025.27,0
7017,Spain,Male,78737.61,6.608000625,3.912023005,0,13018.96,0
7018,Spain,Male,182876.88,6.470799504,3.218875825,0.693147181,42537.59,1
7019,Germany,Male,130023.38,6.690842277,3.912023005,0,62989.82,1
7020,France,Male,152606.82,6.456769656,3.583518938,0,71692.8,0
7021,France,Male,0,6.478509642,3.33220451,0.693147181,823.96,0
7022,France,Male,167268.98,6.510258341,3.33220451,0,169469.3,0
7023,France,Male,167831.88,6.200509174,3.988984047,0.693147181,150159.95,1
7024,Germany,Male,144287.6,6.261491684,3.36729583,0.693147181,32063.3,0
7025,Germany,Female,151855.33,6.436150368,3.80666249,0,68794.15,0
7026,Spain,Female,0,6.343880434,3.931825633,0.693147181,75084.96,1
7027,France,Female,0,6.517671273,3.295836866,0.693147181,114685.92,0
7028,Germany,Male,155994.15,6.192362489,3.610917913,0,143665.44,0
7029,Germany,Male,147527.03,6.576469569,3.258096538,0,51099.56,0
7030,France,Female,0,6.386879319,3.970291914,0,5408.74,1
7031,France,Male,100267.03,6.352629396,3.496507561,0,103006.27,0
7032,Spain,Male,83287.05,6.192362489,3.871201011,0.693147181,44147.95,1
7033,Spain,Male,0,6.421622268,3.713572067,0,149278.96,0
7034,Spain,Male,0,6.478509642,3.80666249,0.693147181,193009.21,0
7035,Germany,Male,117438.17,6.192362489,3.970291914,0,74898.8,1
7036,France,Female,121235.05,6.324358962,4.025351691,0.693147181,116253.1,0
7037,Germany,Male,129965.18,6.29156914,3.610917913,0,19374.08,0
7038,Germany,Male,150836.92,6.342121419,3.828641396,0,64516.8,1
7039,France,Male,0,6.445719819,3.433987204,0.693147181,34475.14,0
7040,Germany,Male,163894.35,6.259581464,4.094344562,0,57061.71,0
7041,France,Female,0,6.519147288,3.871201011,0.693147181,32301.88,0
7042,France,Male,0,6.192362489,3.63758616,0.693147181,136859.55,0
7043,France,Male,0,6.298949247,3.784189634,0.693147181,69244.24,0
7044,Germany,Male,87967.42,6.388561406,3.526360525,0.693147181,156309.52,0
7045,France,Male,0,6.519147288,3.258096538,0.693147181,4989.33,0
7046,France,Female,0,6.69950034,3.583518938,0.693147181,190194.95,0
7047,Germany,Female,121093.29,6.378426184,3.218875825,0.693147181,3529.72,0
7048,Spain,Female,121691.54,6.665683718,3.433987204,0.693147181,81778.72,0
7049,Spain,Male,0,6.333279628,4.043051268,0.693147181,39297.48,0
7050,France,Female,154121.32,6.400257445,3.663561646,0.693147181,176614.86,1
7051,France,Male,0,6.381816017,3.36729583,0.693147181,108684.65,0
7052,Spain,Male,0,6.466144724,3.761200116,0.693147181,145764.4,0
7053,France,Female,0,6.405228458,3.465735903,0.693147181,42135.28,0
7054,Germany,Male,165048.5,6.626717749,3.761200116,0.693147181,16929.41,1
7055,Spain,Male,0,6.64509097,3.63758616,0.693147181,104393.78,0
7056,France,Female,127638.35,6.429719478,3.496507561,0,192717.57,0
7057,France,Male,0,6.586171655,3.433987204,0.693147181,59650.42,0
7058,Germany,Female,135290.42,6.69950034,4.094344562,0.693147181,63729.72,0
7059,France,Female,170252.05,6.436150368,4.094344562,0.693147181,73679.59,1
7060,Germany,Female,108269.2,6.50578406,3.555348061,0.693147181,174969.92,0
7061,France,Female,0,6.568077911,3.465735903,0.693147181,1703.58,0
7062,Germany,Female,145623.36,6.401917197,3.555348061,0,163181.62,0
7063,France,Female,145809.53,6.391917113,3.713572067,0.693147181,52319.26,0
7064,Germany,Male,130334.84,6.363028104,4.094344562,0.693147181,51672.08,0
7065,France,Female,0,6.576469569,3.663561646,0.693147181,145355.11,0
7066,Spain,Male,0,6.267200549,3.970291914,0,51711.57,0
7067,Spain,Female,0,6.591673732,3.737669618,0.693147181,149535.97,0
7068,France,Female,0,6.6147256,3.218875825,0,94105,0
7069,Germany,Female,111009.32,6.549650742,3.988984047,0,155905.79,1
7070,France,Female,0,6.632001777,3.828641396,0,138380.11,0
7071,France,Female,157371.54,6.617402978,3.663561646,0,97734.3,0
7072,Spain,Female,0,6.548219103,4.094344562,0,173576.71,0
7073,France,Male,134560.62,6.530877628,3.610917913,0,27596.39,0
7074,France,Male,0,6.520621128,3.688879454,0,16897.19,0
7075,Germany,Male,72373.62,6.525029658,3.583518938,0.693147181,36895.99,0
7076,France,Female,109564.1,6.656726524,3.526360525,0,113046.81,0
7077,France,Female,132116.13,6.609349243,3.218875825,0.693147181,129933.5,0
7078,Germany,Male,101195.23,6.475432717,3.218875825,0,133091.32,0
7079,France,Male,149436.73,6.637258031,4.094344562,0.693147181,106282.74,0
7080,Germany,Male,130682.11,6.388561406,3.401197382,0.693147181,57862.88,0
7081,Germany,Female,115280.49,6.442540166,3.931825633,0.693147181,12628.61,1
7082,France,Female,129944.39,6.43775165,3.583518938,0.693147181,198914.8,0
7083,France,Male,0,6.597145702,3.583518938,0.693147181,109127.54,0
7084,Spain,Female,0,6.499787041,3.465735903,0,22487.45,0
7085,Germany,Male,151802.29,6.690842277,4.025351691,0,46791.09,1
7086,France,Male,0,6.586171655,3.63758616,0.693147181,158697.28,0
7087,France,Female,138731.95,6.317164687,3.63758616,0,194138.36,0
7088,Spain,Female,155621.08,6.514712691,3.555348061,0,35177.31,0
7089,France,Female,150005.38,6.320768294,3.988984047,0,157015.5,1
7090,Spain,Female,0,6.453624999,3.871201011,0.693147181,136551.25,0
7091,France,Male,64430.06,6.398594935,3.850147602,0.693147181,96517.97,0
7092,Germany,Male,106261.63,6.396929655,3.970291914,0,93629.66,1
7093,Spain,Male,0,6.630683386,3.688879454,0.693147181,96097.65,0
7094,Germany,Female,132670.53,6.406879986,3.713572067,0,156476.36,1
7095,France,Female,0,6.461468176,4.094344562,0,42964.63,0
7096,Germany,Female,117314.92,6.624065228,3.63758616,0,122021.33,1
7097,Spain,Male,145874.35,6.326149473,3.63758616,0,56311.39,1
7098,Spain,Female,146777.44,6.625392368,3.912023005,0.693147181,150685.52,0
7099,Germany,Male,109978.83,6.431331082,3.931825633,0,177740.58,1
7100,France,Female,0,6.483107351,3.610917913,0,71492.28,0
7101,Spain,Male,108881.73,6.476972363,3.218875825,0,104492.83,0
7102,Spain,Female,0,6.69950034,3.784189634,0,47729.33,0
7103,France,Male,112957.26,6.251903883,3.663561646,0.693147181,97593.16,0
7104,Germany,Female,103362.14,6.313548046,3.737669618,0,186869.58,1
7105,Spain,Male,89015.61,6.357842267,3.713572067,0,135227.23,0
7106,Spain,Male,133618.01,6.356107661,3.80666249,0,135244.87,0
7107,France,Male,93680.43,6.470799504,3.688879454,0.693147181,179473.26,0
7108,Germany,Female,97486.15,6.56667243,3.80666249,0.693147181,50610.62,0
7109,Spain,Female,137794.18,6.692083743,3.610917913,0.693147181,75232.02,0
7110,France,Female,101928.51,6.507277712,3.663561646,0,89205.54,0
7111,Spain,Female,0,6.520621128,3.33220451,0.693147181,61761.77,0
7112,Spain,Female,0,6.69950034,3.663561646,0.693147181,103921.43,0
7113,Germany,Female,79585.96,6.507277712,3.555348061,0,198802.9,0
7114,France,Female,161884.99,6.597145702,3.218875825,0,9617.24,0
7115,France,Female,129068.54,6.638567789,3.663561646,0.693147181,187905.12,0
7116,France,Female,0,6.51174533,3.737669618,0.693147181,121440.8,0
7117,Germany,Male,132623.76,6.376726948,3.891820298,0.693147181,36292.94,1
7118,Spain,Male,121461.87,6.335054251,3.433987204,0,20432.09,1
7119,France,Male,175307.32,6.572282543,3.465735903,0,187051.23,0
7120,France,Male,136658.61,6.431331082,3.433987204,0,148689.13,0
7121,Spain,Female,146584.19,6.679599186,3.218875825,0.693147181,125445.8,0
7122,France,Male,0,6.510258341,3.526360525,0,22736.06,0
7123,Spain,Female,131414.76,6.267200549,3.828641396,0,54947.51,0
7124,France,Female,0,6.582025139,3.63758616,0.693147181,167984.72,0
7125,Germany,Male,99441.21,6.390240667,3.526360525,0.693147181,4802.27,0
7126,France,Female,0,6.6147256,3.465735903,0.693147181,72909.75,0
7127,France,Female,0,6.259581464,3.258096538,0.693147181,185488.81,0
7128,France,Male,0,6.436150368,3.784189634,0.693147181,88407.51,0
7129,Spain,Male,181110.13,6.315358002,3.63758616,0.693147181,184544.59,0
7130,Spain,Male,100476.46,6.69950034,3.496507561,0.693147181,136539.13,0
7131,Germany,Male,51949.95,6.395261598,3.496507561,0.693147181,85045.92,0
7132,France,Male,121063.49,6.198478716,3.555348061,0,85421.48,0
7133,Spain,Male,88441.64,6.561030666,3.871201011,0,119903.2,1
7134,France,Female,127023.39,6.610696045,3.401197382,0,138780.89,0
7135,France,Male,144147.68,6.257667588,3.713572067,0,14789.9,0
7136,Spain,Female,173306.13,6.523562306,4.043051268,0,131964.66,0
7137,France,Female,0,6.69950034,3.891820298,0,178709.98,1
7138,Germany,Female,106425.75,6.445719819,3.33220451,0,20344.84,0
7139,Germany,Female,135392.31,6.192362489,4.094344562,0.693147181,172852.06,1
7140,France,Female,0,6.692083743,4.094344562,0.693147181,103945.58,0
7141,Spain,Male,152685.4,6.555356892,3.663561646,0,183656.12,0
7142,Germany,Female,82083.52,6.626717749,3.63758616,0,10333.78,0
7143,Spain,Female,131629.17,6.416732283,4.094344562,0.693147181,122109.58,1
7144,France,Female,0,6.577861358,3.988984047,0.693147181,125041.52,0
7145,Germany,Female,108477.27,6.317164687,4.007333185,0,140003,1
7146,France,Male,114779.35,6.52649486,3.401197382,0,183171.47,0
7147,France,Male,57568.94,6.618738984,3.713572067,0,61128.29,0
7148,Spain,Male,0,6.584791392,3.583518938,0.693147181,52462.25,0
7149,Spain,Male,0,6.646390515,3.401197382,0.693147181,50839.85,0
7150,France,Male,0,6.522092798,3.610917913,0.693147181,61240.87,0
7151,France,Female,110559.46,6.549650742,3.465735903,0,127429.56,0
7152,France,Male,0,6.192362489,3.526360525,0.693147181,68343.08,0
7153,France,Male,0,6.270988432,3.828641396,0,126511.94,1
7154,Spain,Male,0,6.352629396,3.583518938,0.693147181,8559.66,0
7155,France,Male,128152.82,6.405228458,3.496507561,0,147822.81,0
7156,Germany,Male,120961.5,6.244166901,3.80666249,0.693147181,39288.11,1
7157,Germany,Male,129472.33,6.448889394,4.094344562,0,85179.48,0
7158,France,Male,105000.23,6.324358962,3.465735903,0,190019.61,0
7159,Germany,Male,109339.17,6.192362489,4.007333185,0.693147181,96405.88,1
7160,France,Female,55328.4,6.263398263,4.077537444,0,83342.73,1
7161,Germany,Male,72012.76,6.461468176,3.218875825,0,161333.13,0
7162,France,Female,110480.48,6.536691598,3.583518938,0,81292.33,0
7163,Spain,Male,132439.99,6.408528791,3.526360525,0,177747.72,0
7164,France,Female,0,6.69950034,3.828641396,0.693147181,187980.21,0
7165,Germany,Male,94108.54,6.65929392,3.526360525,0.693147181,177235.21,0
7166,Germany,Female,105173.99,6.423246964,3.33220451,0,29835.37,1
7167,Spain,Female,0,6.426488457,3.688879454,0.693147181,80204.38,0
7168,France,Male,131959.86,6.516193076,3.36729583,0,189268.81,0
7169,France,Male,0,6.228511004,3.496507561,0.693147181,85411.01,0
7170,France,Male,122952.9,6.194405391,3.526360525,0.693147181,154360.97,0
7171,France,Male,107379.68,6.519147288,3.583518938,0,84460.18,0
7172,Germany,Male,122641.56,6.456769656,3.401197382,0.693147181,65618.01,0
7173,France,Female,0,6.400257445,3.496507561,0.693147181,112928.74,0
7174,Spain,Female,124037.28,6.612041035,3.401197382,0,142210.94,0
7175,France,Female,117565.03,6.461468176,3.912023005,0.693147181,82559.77,0
7176,France,Female,133189.4,6.527957918,3.63758616,0,127388.06,0
7177,Germany,Male,120252.02,6.204557763,3.663561646,0.693147181,10160.23,0
7178,Germany,Female,152264.81,6.326149473,3.33220451,0,64242.31,0
7179,France,Male,105069.98,6.527957918,3.63758616,0.693147181,198355.28,0
7180,France,Male,115076.06,6.418364936,3.737669618,0,79323.61,0
7181,France,Male,0,6.677083461,3.401197382,0.693147181,24113.91,0
7182,France,Female,117280.23,6.601230119,3.737669618,0.693147181,41921.06,1
7183,Germany,Male,110540.43,6.539585956,3.891820298,0.693147181,107472.99,0
7184,Spain,Male,135095.47,6.555356892,3.583518938,0,143859.66,0
7185,Germany,Male,187861.18,6.579251212,3.218875825,0.693147181,104120.17,0
7186,Germany,Male,124655.59,6.65544035,3.784189634,0.693147181,79792.3,0
7187,France,Male,0,6.481577129,3.784189634,0.693147181,154639.72,0
7188,France,Female,134105.01,6.313548046,3.63758616,0,57850.1,0
7189,France,Female,0,6.562444094,3.526360525,0,62868.33,0
7190,France,Female,0,6.472346295,3.688879454,0.693147181,92357.21,0
7191,Germany,Male,83693.34,6.391917113,3.951243719,0.693147181,161083.53,0
7192,France,Male,114631.23,6.216606101,3.737669618,0,91429.74,0
7193,France,Male,128601.98,6.563855527,3.784189634,0,117031.2,0
7194,Germany,Female,91258.52,6.431331082,3.526360525,0.693147181,44857.4,0
7195,France,Male,70416.75,6.683360946,4.094344562,0,36483.52,0
7196,France,Female,0,6.514712691,3.496507561,0.693147181,34045.61,0
7197,France,Female,0,6.329720906,3.555348061,0.693147181,59981.62,0
7198,France,Female,0,6.561030666,3.737669618,0.693147181,152944.39,0
7199,France,Male,88294.6,6.507277712,3.496507561,0,66979.06,0
7200,Spain,Female,0,6.475432717,3.465735903,0,28797.32,0
7201,France,Male,93577.3,6.261491684,3.33220451,0,51670.82,0
7202,Germany,Female,136650.89,6.535241271,3.401197382,0,41865.72,1
7203,Spain,Female,98765.84,6.350885717,4.094344562,0,96015.53,0
7204,France,Male,84309.57,6.487684018,3.496507561,0.693147181,103914.4,0
7205,Spain,Male,136258.06,6.530877628,3.663561646,0,89199.51,0
7206,France,Female,0,6.52649486,3.36729583,0.693147181,48849.89,0
7207,Germany,Female,131160.85,6.624065228,3.850147602,0,197444.69,0
7208,Spain,Female,145222.99,6.253828812,3.401197382,0.693147181,145160.96,0
7209,Germany,Male,98141.57,6.304448802,3.218875825,0.693147181,52309.8,0
7210,France,Male,0,6.481577129,3.850147602,0,50695.93,1
7211,Spain,Female,102282.61,6.473890696,3.33220451,0,157891.11,0
7212,France,Female,116121.84,6.459904454,3.610917913,0.693147181,181850.74,0
7213,France,Female,190066.54,6.56667243,3.218875825,0,51345.39,1
7214,Germany,Female,149349.58,6.192362489,4.007333185,0.693147181,137519.92,1
7215,France,Male,155176.83,6.580639137,3.583518938,0.693147181,49653.37,0
7216,Germany,Male,98986.28,6.306275287,3.465735903,0,55867.38,0
7217,France,Male,147726.98,6.520621128,3.713572067,0.693147181,172749.4,1
7218,France,Male,0,6.315358002,3.713572067,0.693147181,90607.31,0
7219,France,Male,144852.06,6.629363253,3.583518938,0,130861.95,0
7220,France,Male,89299.81,6.364750757,3.988984047,0,5558.47,1
7221,Spain,Male,0,6.576469569,3.688879454,0.693147181,121537.91,0
7222,France,Male,97663.16,6.43775165,3.713572067,0.693147181,57128.78,0
7223,Spain,Male,95161.75,6.612041035,3.663561646,0,19409.77,0
7224,Germany,Male,154586.92,6.683360946,3.433987204,0,88604.89,1
7225,Spain,Female,127095.14,6.621405652,3.526360525,0.693147181,479.54,0
7226,Germany,Male,92526.15,6.66057515,3.555348061,0.693147181,173837.54,0
7227,Germany,Female,107362.8,6.65544035,3.828641396,0,487.3,0
7228,Spain,Female,0,6.556778356,3.218875825,0,35600.25,1
7229,France,Female,127286.04,6.289715571,3.850147602,0.693147181,166929.43,1
7230,France,Female,0,6.573680167,3.36729583,0.693147181,98998.61,0
7231,France,Male,0,6.507277712,3.610917913,0.693147181,54229.74,0
7232,France,Male,139930.18,6.318968114,3.688879454,0,105720.09,0
7233,Germany,Female,77949.69,6.520621128,3.401197382,0,121151.46,0
7234,France,Male,121405.04,6.34738921,3.63758616,0,154844.22,0
7235,Spain,Female,124580.69,6.238324625,3.555348061,0,18785.48,0
7236,France,Male,133087.76,6.546785411,3.555348061,0,64771.61,0
7237,Spain,Male,0,6.192362489,3.526360525,0,16250.61,0
7238,France,Female,0,6.527957918,3.761200116,0.693147181,131093.99,0
7239,Spain,Male,0,6.546785411,4.094344562,0,129188.18,1
7240,Germany,Male,103741.14,6.363028104,3.80666249,0,47428.73,1
7241,France,Female,98877.95,6.396929655,3.465735903,0,132973.21,0
7242,France,Male,105843.26,6.255750042,3.610917913,0.693147181,84908.2,0
7243,Spain,Male,77526.66,6.498282149,3.784189634,0.693147181,57338.56,1
7244,France,Male,0,6.452048954,4.094344562,0.693147181,161579.85,0
7245,France,Female,0,6.192362489,3.496507561,0.693147181,122625.68,0
7246,Germany,Female,105264.88,6.553933404,3.583518938,0.693147181,52909.87,0
7247,France,Male,0,6.192362489,3.610917913,0.693147181,170226.47,0
7248,Germany,Female,110150.43,6.366470448,3.688879454,0,191757.65,1
7249,Spain,Female,0,6.405228458,4.043051268,0.693147181,66652.75,1
7250,France,Male,0,6.442540166,3.218875825,0.693147181,195977.75,0
7251,Spain,Female,0,6.403574198,3.33220451,0.693147181,69056.26,0
7252,Germany,Male,138166.3,6.584791392,3.433987204,0,12920.43,0
7253,Germany,Male,122265.24,6.340359304,3.688879454,0,138552.74,0
7254,Spain,Female,133295.98,6.658011046,4.007333185,0,22832.71,1
7255,France,Male,0,6.665683718,3.583518938,0,61811.1,0
7256,France,Female,148326.09,6.333279628,3.465735903,0,191604.27,1
7257,Germany,Female,68927.57,6.69950034,3.433987204,0,25445,0
7258,France,Female,139914.6,6.616065185,3.850147602,0.693147181,129964.56,1
7259,Germany,Female,118723.11,6.396929655,4.060443011,0,6209.51,1
7260,Spain,Male,106957.28,6.43775165,3.465735903,0,134794.02,0
7261,France,Female,190238.93,6.650279049,3.713572067,0,57549.65,0
7262,France,Female,113537.73,6.587550015,3.970291914,0,28367.21,0
7263,Spain,Female,101090.27,6.463029457,3.688879454,0,51703.09,0
7264,France,Female,0,6.475432717,3.828641396,0.693147181,66602.7,0
7265,Spain,Male,0,6.192362489,3.496507561,0,2739.71,0
7266,France,Female,0,6.603943825,3.63758616,0.693147181,69227.42,0
7267,Spain,Female,168920.75,6.635946556,4.094344562,0,31445.03,1
7268,Germany,Male,111589.67,6.228511004,3.433987204,0,150037.19,0
7269,Germany,Female,172310.33,6.406879986,3.295836866,0,111448.92,0
7270,Germany,Male,118028.35,6.484635236,3.526360525,0,51226.32,1
7271,Germany,Male,147910.3,6.546785411,3.931825633,0,53581.14,0
7272,Germany,Male,131287.36,6.222576268,3.737669618,0.693147181,149697.78,0
7273,France,Female,121276.32,6.481577129,4.094344562,0,160348.31,0
7274,Spain,Male,109869.32,6.492239835,3.63758616,0,154641.91,0
7275,France,Female,97435.85,6.480044562,3.526360525,0.693147181,104331.76,0
7276,France,Female,0,6.50578406,3.737669618,0.693147181,135630.32,0
7277,France,Male,133853.27,6.386879319,3.555348061,0,65361.66,0
7278,Germany,Male,109528.16,6.628041376,3.465735903,0.693147181,56176.31,0
7279,France,Female,84607.34,6.464588304,3.496507561,0.693147181,60059.47,0
7280,Germany,Male,101438,6.192362489,3.610917913,0,51364.56,0
7281,France,Male,0,6.689599269,4.007333185,0.693147181,118752.6,0
7282,France,Male,113657.83,6.444131257,4.077537444,0,116848.79,1
7283,Spain,Female,189318.16,6.364750757,3.784189634,0.693147181,45026.23,1
7284,France,Male,99513.91,6.502790046,3.433987204,0,189657.26,0
7285,Spain,Male,97585.32,6.502790046,3.555348061,0.693147181,57213.46,0
7286,France,Male,0,6.520621128,3.36729583,0.693147181,63687.06,0
7287,France,Female,0,6.522092798,3.761200116,0.693147181,58761.33,0
7288,Spain,Male,136659.74,6.467698726,3.465735903,0,14187.78,0
7289,France,Female,85755.86,6.34738921,3.401197382,0,145115.95,0
7290,Spain,Female,0,6.440946541,3.555348061,0,187718.26,0
7291,France,Male,0,6.284134161,3.663561646,0.693147181,27150.35,0
7292,Spain,Male,51690.89,6.395261598,3.496507561,0,111622.76,1
7293,Spain,Male,0,6.612041035,3.526360525,0.693147181,27244.35,0
7294,France,Female,111669.68,6.563855527,3.526360525,0,57029.66,0
7295,Germany,Male,154741.45,6.481577129,3.433987204,0.693147181,25183.01,0
7296,Germany,Male,125681.51,6.473890696,3.433987204,0,129980.93,0
7297,Germany,Female,155303.71,6.49677499,3.610917913,0,118716.63,0
7298,Germany,Female,140681.68,6.418364936,3.761200116,0,20134.07,0
7299,France,Male,71902.52,6.429719478,3.33220451,0,190208.23,0
7300,France,Male,146606.6,6.49375384,3.931825633,0,68021.9,0
7301,Germany,Male,123949.75,6.50578406,3.80666249,0,110881.56,0
7302,Germany,Female,144753.21,6.642486801,3.496507561,0,132480.75,0
7303,France,Female,91285.22,6.196444128,4.094344562,0,7032.95,0
7304,France,Male,0,6.481577129,3.761200116,0.693147181,27862.58,0
7305,Germany,Male,125850.53,6.520621128,4.060443011,0.693147181,87008.17,0
7306,France,Male,108116.66,6.532334292,3.33220451,0,27411.19,0
7307,France,Female,0,6.69950034,3.63758616,0.693147181,46395.21,0
7308,France,Male,67639.56,6.69950034,3.33220451,0.693147181,194245.29,0
7309,Spain,Female,150200.23,6.49677499,3.970291914,0,151317.27,1
7310,Spain,Female,141287.15,6.304448802,3.218875825,0,118142.79,0
7311,France,Female,0,6.440946541,3.713572067,0.693147181,138700.75,1
7312,France,Male,0,6.561030666,3.610917913,0.693147181,6035.51,0
7313,France,Female,0,6.444131257,3.761200116,0.693147181,41263.69,0
7314,France,Female,97157.96,6.532334292,3.583518938,0,63185.05,0
7315,France,Female,0,6.376726948,3.583518938,0.693147181,92536,1
7316,Germany,Female,125241.17,6.21860012,3.496507561,0.693147181,158736.07,0
7317,Germany,Male,128966.13,6.675823222,3.988984047,0,18633.4,1
7318,Germany,Male,152581.06,6.588926478,4.077537444,0,71830.1,1
7319,Spain,Female,0,6.448889394,3.465735903,0.693147181,19525.65,0
7320,Germany,Female,142688.57,6.192362489,3.610917913,0.693147181,110953.33,0
7321,Germany,Female,130089.56,6.69950034,3.433987204,0.693147181,4466.21,0
7322,France,Male,0,6.369900983,3.583518938,0,105818.51,0
7323,France,Female,117094.02,6.56948142,3.465735903,0,149558.83,1
7324,Spain,Male,0,6.609349243,3.218875825,0.693147181,4070.28,0
7325,France,Female,0,6.408528791,3.663561646,0.693147181,132741.13,1
7326,Spain,Female,0,6.634633358,3.526360525,0.693147181,61251.25,0
7327,France,Male,90218.9,6.396929655,3.891820298,0,91347.76,0
7328,Spain,Male,194532.66,6.476972363,3.737669618,0,171045.31,1
7329,Germany,Male,169743.83,6.69950034,4.025351691,0,155850.4,1
7330,France,Female,0,6.216606101,3.526360525,0,27380.99,0
7331,France,Male,155973.88,6.192362489,3.526360525,0,154208.96,0
7332,Spain,Male,129321.44,6.680854679,4.077537444,0,93624.55,0
7333,Germany,Female,138650.49,6.66949809,3.737669618,0.693147181,64746.07,0
7334,Spain,Male,136487.86,6.549650742,3.761200116,0.693147181,82815.93,0
7335,France,Male,0,6.423246964,3.218875825,0.693147181,27308.58,0
7336,France,Female,38617.2,6.478509642,3.713572067,0,104876.8,0
7337,France,Female,0,6.483107351,3.33220451,0.693147181,151316.37,0
7338,France,Female,82909.14,6.516193076,3.526360525,0,91817.38,1
7339,Germany,Female,145151.4,6.562444094,3.988984047,0,125311.17,1
7340,Spain,Female,147187.84,6.212606096,3.737669618,0,14868.94,1
7341,France,Male,0,6.535241271,3.663561646,0.693147181,196112.45,0
7342,Spain,Male,108185.81,6.69950034,3.988984047,0.693147181,24093.4,1
7343,France,Male,0,6.21860012,3.401197382,0.693147181,66263.87,0
7344,France,Male,0,6.466144724,3.526360525,0.693147181,100304.13,0
7345,France,Male,0,6.635946556,3.33220451,0.693147181,167909.52,0
7346,France,Male,105918.1,6.577861358,3.891820298,0,16246.59,0
7347,France,Male,0,6.670766321,3.295836866,0.693147181,103603.65,0
7348,Spain,Male,0,6.315358002,3.737669618,0.693147181,7680.23,0
7349,Spain,Male,0,6.192362489,3.218875825,0.693147181,95215.73,0
7350,Germany,Male,59972.26,6.448889394,3.737669618,0.693147181,148172.94,0
7351,Spain,Male,157228.61,6.50578406,3.218875825,0.693147181,124382.9,0
7352,Spain,Male,0,6.483107351,3.526360525,0.693147181,159311.46,0
7353,France,Female,0,6.587550015,3.63758616,0.693147181,6787.48,0
7354,France,Male,210433.08,6.390240667,3.218875825,0.693147181,197297.77,1
7355,Germany,Female,102452.71,6.597145702,3.401197382,0,21556.95,0
7356,Spain,Female,0,6.270988432,3.555348061,0.693147181,56518,0
7357,France,Female,142987.46,6.200509174,3.610917913,0.693147181,158840.99,0
7358,Spain,Female,143330.56,6.421622268,3.36729583,0.693147181,126396.01,0
7359,France,Female,0,6.396929655,3.891820298,0,148087.88,1
7360,France,Male,120165.4,6.501289671,3.583518938,0.693147181,33701.5,0
7361,Spain,Male,0,6.467698726,3.988984047,0,84622.37,0
7362,France,Female,0,6.539585956,3.583518938,0,185580.89,1
7363,France,Male,66573.17,6.561030666,4.094344562,0,62768.8,0
7364,France,Male,102833.46,6.401917197,3.688879454,0.693147181,38829.11,0
7365,France,Female,164757.56,6.508769137,3.526360525,0,110748.88,0
7366,Spain,Female,153610.61,6.342121419,3.583518938,0,54083.8,1
7367,Spain,Female,0,6.393590754,3.555348061,0.693147181,88658.73,0
7368,Spain,Male,0,6.406879986,3.737669618,0.693147181,177938.52,0
7369,Germany,Female,169025.83,6.69950034,3.583518938,0,174235.06,0
7370,Spain,Female,153455.72,6.467698726,3.258096538,0.693147181,82696.84,0
7371,France,Male,0,6.484635236,3.610917913,0.693147181,142415.97,0
7372,France,Male,153972.89,6.69950034,3.401197382,0.693147181,62811.03,0
7373,Spain,Male,114609.55,6.52649486,3.526360525,0.693147181,25339.29,0
7374,Germany,Male,143625.83,6.49677499,3.610917913,0.693147181,176487.05,0
7375,Germany,Female,116520.28,6.525029658,3.63758616,0,49833.5,1
7376,France,Male,80926.02,6.459904454,4.094344562,0.693147181,55829.25,0
7377,France,Male,166594.78,6.556778356,3.218875825,0,155823.2,0
7378,France,Female,115465.98,6.538139824,3.688879454,0,60622.61,0
7379,France,Male,0,6.395261598,3.526360525,0.693147181,174196.68,0
7380,France,Female,0,6.350885717,3.583518938,0,56905.38,0
7381,Germany,Female,92618.62,6.378426184,3.713572067,0,101178.85,0
